,No.,Title,Artist(s),Year,spo_name,explicit,images,release_date,preview_url
373,74,"""Plain Jane""",ASAP Ferg featuring Nicki Minaj,2018,Plain Jane,True,https://i.scdn.co/image/ab67616d0000b273d79cfa3155b50beb5dbeeb9a,2017-08-18,https://p.scdn.co/mp3-preview/80f2dc17bfc1d5f888cd5ee00192cb714d0d0b4f?cid=914d599079cf414bb7441d9c09e8dd1d
374,75,"""Sky Walker""",Miguel featuring Travis Scott,2018,Sky Walker (feat. Travis Scott),True,https://i.scdn.co/image/ab67616d0000b2735e9dff10c31ac14c6c6c920d,2017-12-01,https://p.scdn.co/mp3-preview/33a22ae20571ada13e71ea45e922e172e8ea4642?cid=914d599079cf414bb7441d9c09e8dd1d
375,76,"""Marry Me""",Thomas Rhett,2018,Marry Me,False,https://i.scdn.co/image/ab67616d0000b273a005bf5c526a44272ef20c79,2017-09-08,
376,77,"""Eastside""","Benny Blanco, Halsey and Khalid",2018,Eastside (with Halsey & Khalid),False,https://i.scdn.co/image/ab67616d0000b2733154f0bdf9a17385d7afc6ba,2018-07-12,
377,78,"""Call Out My Name""",The Weeknd,2018,Call Out My Name,False,https://i.scdn.co/image/ab67616d0000b2731f6a2a40bb692936879db730,2018-03-30,
378,79,"""King's Dead""","Jay Rock, Kendrick Lamar, Future and James Blake",2018,"King's Dead (with Kendrick Lamar, Future & James Blake)",True,https://i.scdn.co/image/ab67616d0000b2739edc391d911405ea9f5c320e,2018-01-12,
379,80,"""Happier""",Marshmello and Bastille,2018,Happier Than Ever,True,https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e,2021-07-30,
380,81,"""Te Boté""","Nio García, Darell and Casper Mágico featuring Bad Bunny, Nicky Jam and Ozuna",2018,Te Boté - Remix,True,https://i.scdn.co/image/ab67616d0000b273a5779a2f04a513fac2fd1d15,2018-04-13,https://p.scdn.co/mp3-preview/8dc93bba37297078743568d71b4d920de5ef762c?cid=914d599079cf414bb7441d9c09e8dd1d
381,82,"""Simple""",Florida Georgia Line,2018,Simple,False,https://i.scdn.co/image/ab67616d0000b27342f67892edff211325a54db4,2019-02-15,
382,83,"""Lemon""",N.E.R.D and Rihanna,2018,"Lemonade (feat. Gunna, Don Toliver & NAV)",True,https://i.scdn.co/image/ab67616d0000b2739ca0c952f130e28025209cf0,2020-08-28,
383,84,"""1-800-273-8255""",Logic featuring Alessia Cara and Khalid,2018,1-800-273-8255,True,https://i.scdn.co/image/ab67616d0000b273cfdf40cf325b609a52457805,2017-05-05,
384,85,"""Say Something""",Justin Timberlake featuring Chris Stapleton,2018,Say Something,False,https://i.scdn.co/image/ab67616d0000b273554488d0c51967b1654d8ce5,2014-01-20,https://p.scdn.co/mp3-preview/24ca5de29a9f36302d19e85527fb68368cba7c3a?cid=914d599079cf414bb7441d9c09e8dd1d
385,86,"""I'm Upset""",Drake,2018,I'm Upset,True,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,2018-06-29,
386,87,"""Get Along""",Kenny Chesney,2018,Get Along,False,https://i.scdn.co/image/ab67616d0000b2731ecbbe0d75c1f5cb4fb411b0,2018-07-27,https://p.scdn.co/mp3-preview/018e36fac6cee75b75311a2b74064f9359458b1e?cid=914d599079cf414bb7441d9c09e8dd1d
387,88,"""Moonlight""",XXXTentacion,2018,Moonlight,True,https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c,2018-03-16,
388,89,"""What Lovers Do""",Maroon 5 featuring SZA,2018,What Lovers Do (feat. SZA),False,https://i.scdn.co/image/ab67616d0000b273fc4852898bc6ed85b3e3f89c,2018-06-15,
389,90,"""X""",Nicky Jam and J Balvin,2018,XO Tour Llif3,True,https://i.scdn.co/image/ab67616d0000b27341b41e6f7924e530a9b00f9c,2017-08-25,https://p.scdn.co/mp3-preview/8b62a61d6199c9db24ac7507caa90ee707c89fce?cid=914d599079cf414bb7441d9c09e8dd1d
390,91,"""Outside Today""",YoungBoy Never Broke Again,2018,Outside Today,True,https://i.scdn.co/image/ab67616d0000b273f54d0b9c6bec9a8d04bf0296,2018-06-29,https://p.scdn.co/mp3-preview/8d8d03f8f128b05ea72e942ae1f6a7d9faf4a9a6?cid=914d599079cf414bb7441d9c09e8dd1d
391,92,"""Trip""",Ella Mai,2018,Trip,False,https://i.scdn.co/image/ab67616d0000b2737ce0faf0620ab9c1779e1fbf,2018-10-12,
392,93,"""Dura""",Daddy Yankee,2018,Dura,False,https://i.scdn.co/image/ab67616d0000b273a98f61fc5f0a2d694cee12de,2022-04-06,
393,94,"""Changes""",XXXTentacion,2018,changes,False,https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c,2018-03-16,
394,95,"""Mercy""",Brett Young,2018,Mercy,True,https://i.scdn.co/image/ab67616d0000b2732127d038204bc32c416d55e2,2012-01-01,
395,96,"""One Number Away""",Luke Combs,2018,One Number Away,False,https://i.scdn.co/image/ab67616d0000b273b7578013decfa174e30dc298,2017-06-02,https://p.scdn.co/mp3-preview/b26bfa08c262f016be1c6cb3f8284b1b53ffdca6?cid=914d599079cf414bb7441d9c09e8dd1d
396,97,"""Powerglide""",Rae Sremmurd featuring Juicy J,2018,Powerglide (feat. Juicy J) - From SR3MM,True,https://i.scdn.co/image/ab67616d0000b273ba9015f4504a9dfd7560bfa9,2018-05-04,
397,98,"""IDGAF""",Dua Lipa,2018,IDGAF (with blackbear),True,https://i.scdn.co/image/ab67616d0000b27372c86ba8a90df3d442c7a6b1,2022-03-18,
398,99,"""Mi Gente""",J Balvin and Willy William featuring Beyoncé,2018,Mi Gente,False,https://i.scdn.co/image/ab67616d0000b273dc1e881b8bb3e6ca57e82fcd,2017-06-30,
399,100,"""Believer""",Imagine Dragons,2018,Believer,False,https://i.scdn.co/image/ab67616d0000b2735675e83f707f1d7271e5cf8a,2017-06-23,
400,1,"""Shape of You""",Ed Sheeran,2017,Shape of You,False,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,2017-03-03,https://p.scdn.co/mp3-preview/09e92af512355474ccf074988ea208ce6eb90a2b?cid=914d599079cf414bb7441d9c09e8dd1d
401,2,"""Despacito (Remix)""",Luis Fonsi and Daddy Yankee featuring Justin Bieber,2017,Despacito - Remix,False,https://i.scdn.co/image/ab67616d0000b273a6a335d613d151c626895a83,2017-04-17,
402,3,"""That's What I Like""",Bruno Mars,2017,That's What I Like,False,https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5,2016-11-17,https://p.scdn.co/mp3-preview/dff97adc200a31774425d79cec92ad0e117ce2be?cid=914d599079cf414bb7441d9c09e8dd1d
403,4,"""Humble""",Kendrick Lamar,2017,HUMBLE.,True,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,2017-04-14,
404,5,"""Something Just Like This""",The Chainsmokers and Coldplay,2017,Something Just Like This,False,https://i.scdn.co/image/ab67616d0000b2730c13d3d5a503c84fcc60ae94,2017-04-07,https://p.scdn.co/mp3-preview/670e79b0cfebfdfbb0dabaafe1566d3c4fba964f?cid=914d599079cf414bb7441d9c09e8dd1d
405,6,"""Bad and Boujee""",Migos featuring Lil Uzi Vert,2017,Bad and Boujee (feat. Lil Uzi Vert),True,https://i.scdn.co/image/ab67616d0000b273cf9b68115dcb2a222c252f00,2017-04-07,https://p.scdn.co/mp3-preview/d2be090c308fdb486057d01023f8faaa29bbd831?cid=914d599079cf414bb7441d9c09e8dd1d
406,7,"""Closer""",The Chainsmokers featuring Halsey,2017,Closer,False,https://i.scdn.co/image/ab67616d0000b273495ce6da9aeb159e94eaa453,2016-07-29,https://p.scdn.co/mp3-preview/aacaac1614505dbb3eb2045a31f2c0cb70e7aa59?cid=914d599079cf414bb7441d9c09e8dd1d
407,8,"""Body Like a Back Road""",Sam Hunt,2017,Body Like A Back Road,False,https://i.scdn.co/image/ab67616d0000b27356277bb70d3a48ed654a0a57,2017-02-01,
408,9,"""Believer""",Imagine Dragons,2017,Believer,False,https://i.scdn.co/image/ab67616d0000b2735675e83f707f1d7271e5cf8a,2017-06-23,
409,10,"""Congratulations""",Post Malone featuring Quavo,2017,Congratulations,True,https://i.scdn.co/image/ab67616d0000b27355404f712deb84d0650a4b41,2016-12-09,
410,11,"""Say You Won't Let Go""",James Arthur,2017,Say You Won't Let Go,False,https://i.scdn.co/image/ab67616d0000b27320beb61f61fcbeb33b10a9ab,2016-10-28,https://p.scdn.co/mp3-preview/9480af44f6c7c9c8edd70d87aa74cbff5532f8ba?cid=914d599079cf414bb7441d9c09e8dd1d
411,12,"""I'm the One""","DJ Khaled featuring Justin Bieber, Quavo, Chance the Rapper and Lil Wayne",2017,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",True,https://i.scdn.co/image/ab67616d0000b2737b219c19829e83a86cc9786c,2017-06-22,https://p.scdn.co/mp3-preview/b477647849f252c18d7a5e51c950488756dbfae6?cid=914d599079cf414bb7441d9c09e8dd1d
412,13,"""XO Tour Llif3""",Lil Uzi Vert,2017,XO Tour Llif3,True,https://i.scdn.co/image/ab67616d0000b27341b41e6f7924e530a9b00f9c,2017-08-25,https://p.scdn.co/mp3-preview/8b62a61d6199c9db24ac7507caa90ee707c89fce?cid=914d599079cf414bb7441d9c09e8dd1d
413,14,"""Mask Off""",Future,2017,Mask Off,True,https://i.scdn.co/image/ab67616d0000b273e0b64c8be3c4e804abcb2696,2017-06-30,https://p.scdn.co/mp3-preview/fe96ee3344dca89baba111c8b32ad3db3fc70e64?cid=914d599079cf414bb7441d9c09e8dd1d
414,15,"""Unforgettable""",French Montana featuring Swae Lee,2017,Unforgettable,True,https://i.scdn.co/image/ab67616d0000b2738a31195a371b2233456f6c07,2017-07-14,https://p.scdn.co/mp3-preview/67ab8c9bdc7a3e9efa83e1c3c5ac2d226fce776d?cid=914d599079cf414bb7441d9c09e8dd1d
415,16,"""24K Magic""",Bruno Mars,2017,24K Magic,False,https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5,2016-11-17,https://p.scdn.co/mp3-preview/4dd37467f9f28fcd4656652578609a62467fec66?cid=914d599079cf414bb7441d9c09e8dd1d
416,17,"""Stay""",Zedd and Alessia Cara,2017,STAY (with Justin Bieber),True,https://i.scdn.co/image/ab67616d0000b27341e31d6ea1d493dd77933ee5,2021-07-09,https://p.scdn.co/mp3-preview/40a8daf1f3cbb5c6363e68de859ba4af3377344c?cid=914d599079cf414bb7441d9c09e8dd1d
417,18,"""Wild Thoughts""",DJ Khaled featuring Rihanna and Bryson Tiller,2017,Wild Thoughts (feat. Rihanna & Bryson Tiller),True,https://i.scdn.co/image/ab67616d0000b2737b219c19829e83a86cc9786c,2017-06-22,https://p.scdn.co/mp3-preview/d38ee5b3f088f25bf3ec20e7f77476e9adf87d57?cid=914d599079cf414bb7441d9c09e8dd1d
418,19,"""Black Beatles""",Rae Sremmurd featuring Gucci Mane,2017,Black Beatles,True,https://i.scdn.co/image/ab67616d0000b273881fb62d913fe712fc2e1c95,2016-08-12,
419,20,"""Starboy""",The Weeknd featuring Daft Punk,2017,Starboy,True,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452,2016-11-25,
420,21,"""Location""",Khalid,2017,Location,False,https://i.scdn.co/image/ab67616d0000b273988ede5e1276e758b5f9e577,2017-04-27,https://p.scdn.co/mp3-preview/1065b6697badb1177e2b61de78fe7cc3902c5e8a?cid=914d599079cf414bb7441d9c09e8dd1d
421,22,"""Attention""",Charlie Puth,2017,Attention,False,https://i.scdn.co/image/ab67616d0000b27348f131e4cabc3733c2de7fa9,2022-03-03,https://p.scdn.co/mp3-preview/f0a83bb3b6713f44a9c05feec6accd18c3d7aa4f?cid=914d599079cf414bb7441d9c09e8dd1d
422,23,"""There's Nothing Holdin' Me Back""",Shawn Mendes,2017,There's Nothing Holdin' Me Back,False,https://i.scdn.co/image/ab67616d0000b273ea3ef7697cfd5705b8f47521,2017-04-20,
423,24,"""Bodak Yellow""",Cardi B,2017,Bodak Yellow,True,https://i.scdn.co/image/ab67616d0000b273a0caffda54afd0a65995bbab,2018-04-06,https://p.scdn.co/mp3-preview/7267de7996898438e7000229d082e410f9992489?cid=914d599079cf414bb7441d9c09e8dd1d
424,25,"""Redbone""",Childish Gambino,2017,Redbone,True,https://i.scdn.co/image/ab67616d0000b273f78c98bbf2b3c9e2a764203e,2016-12-02,https://p.scdn.co/mp3-preview/ee4d6f2c94a17f2f63cca5434a9106d5f27ff22b?cid=914d599079cf414bb7441d9c09e8dd1d
425,26,"""I Don't Wanna Live Forever""",Zayn and Taylor Swift,2017,I Don't Wanna Live Forever (Fifty Shades Darker),False,https://i.scdn.co/image/ab67616d0000b27324612697b3810c994326c0e5,2017-04-24,https://p.scdn.co/mp3-preview/47fe34a0cfffba101f41229ff63534703c62ab74?cid=914d599079cf414bb7441d9c09e8dd1d
426,27,"""It Ain't Me""",Kygo and Selena Gomez,2017,It Ain't Me,False,https://i.scdn.co/image/ab67616d0000b273ecf6bca94c6015ef27a9ed76,2018-02-15,https://p.scdn.co/mp3-preview/1c4a1bfaf0d54a4783adcdd3b0ce5db808ff649d?cid=914d599079cf414bb7441d9c09e8dd1d
427,28,"""iSpy""",Kyle featuring Lil Yachty,2017,iSpy (feat. Lil Yachty),True,https://i.scdn.co/image/ab67616d0000b27332e373f2988bc6596a542d1c,2016-12-02,https://p.scdn.co/mp3-preview/c37c583f61435ac6fc3c15993b5373ffb6ca623c?cid=914d599079cf414bb7441d9c09e8dd1d
428,29,"""Issues""",Julia Michaels,2017,Issues,False,https://i.scdn.co/image/ab67616d0000b273a5acfd33d055ca075b829cc1,2017-07-28,
429,30,"""Scars to Your Beautiful""",Alessia Cara,2017,Scars To Your Beautiful,False,https://i.scdn.co/image/ab67616d0000b273e621e4a9ade5d732a7b4c4a2,2022-03-31,
430,31,"""1-800-273-8255""",Logic featuring Alessia Cara and Khalid,2017,1-800-273-8255,True,https://i.scdn.co/image/ab67616d0000b273cfdf40cf325b609a52457805,2017-05-05,
431,32,"""Slow Hands""",Niall Horan,2017,Slow Hands,False,https://i.scdn.co/image/ab67616d0000b2735bac234d5511248b248caf36,2017-10-20,
432,33,"""Love on the Brain""",Rihanna,2017,Love On The Brain,True,https://i.scdn.co/image/ab67616d0000b27333c6b920eabcf4c00d7a1093,2016-01-28,
433,34,"""I Feel It Coming""",The Weeknd featuring Daft Punk,2017,I Feel It Coming,False,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452,2016-11-25,
434,35,"""Bounce Back""",Big Sean,2017,Bounce Back,True,https://i.scdn.co/image/ab67616d0000b273e572359074e5da958a922987,2017-02-03,
435,36,"""Strip That Down""",Liam Payne featuring Quavo,2017,Strip That Down,False,https://i.scdn.co/image/ab67616d0000b273bb19faf82c27f392e29c7300,2017-05-18,
436,37,"""Fake Love""",Drake,2017,Fake Love,True,https://i.scdn.co/image/ab67616d0000b2734f0fd9dad63977146e685700,2017-03-18,
437,38,"""Don't Wanna Know""",Maroon 5 featuring Kendrick Lamar,2017,Don't Wanna Know (feat. Kendrick Lamar),False,https://i.scdn.co/image/ab67616d0000b273fc4852898bc6ed85b3e3f89c,2018-06-15,
438,39,"""Look What You Made Me Do""",Taylor Swift,2017,Look What You Made Me Do,False,https://i.scdn.co/image/ab67616d0000b273da5d5aeeabacacc1263c0f4b,2017-11-10,
439,40,"""Castle on the Hill""",Ed Sheeran,2017,Castle on the Hill,False,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,2017-03-03,https://p.scdn.co/mp3-preview/6c1cbae0f9942c8b42d5d7c4b9d1ab8154b1500b?cid=914d599079cf414bb7441d9c09e8dd1d
440,41,"""Bad Things""",Machine Gun Kelly and Camila Cabello,2017,Bad Things (with Camila Cabello),False,https://i.scdn.co/image/ab67616d0000b273748388a726648841ed81027e,2017-05-12,
441,42,"""Paris""",The Chainsmokers,2017,Paris,True,https://i.scdn.co/image/ab67616d0000b273eede8ca62134dd7bdecb6085,2015-11-20,https://p.scdn.co/mp3-preview/226a486588c8f113f489a3bfc472527ad8c11336?cid=914d599079cf414bb7441d9c09e8dd1d
442,43,"""Side to Side""",Ariana Grande featuring Nicki Minaj,2017,Side To Side,True,https://i.scdn.co/image/ab67616d0000b273628d506d5bddb09099db242c,2016-05-20,
443,44,"""Rockabye""",Clean Bandit featuring Sean Paul and Anne-Marie,2017,Rockabye (feat. Sean Paul & Anne-Marie),False,https://i.scdn.co/image/ab67616d0000b2731431c3bdf16aa99f71799d95,2016-10-21,https://p.scdn.co/mp3-preview/afb53fb7e8ae5f5f234b99d3bb91df7db0fa4861?cid=914d599079cf414bb7441d9c09e8dd1d
444,45,"""Feel It Still""",Portugal. The Man,2017,Feel It Still,False,https://i.scdn.co/image/ab67616d0000b273af52c228c9619ff6298b08cd,2017-06-16,https://p.scdn.co/mp3-preview/e040b2a3da19f132a1a1bd2b7e5d71786fda2be0?cid=914d599079cf414bb7441d9c09e8dd1d
445,46,"""Let Me Love You""",DJ Snake featuring Justin Bieber,2017,Let Me Love You,False,https://i.scdn.co/image/ab67616d0000b273212d776c31027c511f0ee3bc,2016-08-05,
446,47,"""Sorry Not Sorry""",Demi Lovato,2017,Sorry Not Sorry,True,https://i.scdn.co/image/ab67616d0000b273f70868aec6eebfea4cd16c70,2017-09-29,
447,48,"""Bank Account""",21 Savage,2017,Bank Account,True,https://i.scdn.co/image/ab67616d0000b273e83b061a735d3851dc27f745,2017-09-23,https://p.scdn.co/mp3-preview/f604f6987f32e3208b4b121b0ab85e15d51003da?cid=914d599079cf414bb7441d9c09e8dd1d
448,49,"""Can't Stop the Feeling!""",Justin Timberlake,2017,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",False,https://i.scdn.co/image/ab67616d0000b273d965d29d7dcf46ade5a8a7e4,2016-09-23,https://p.scdn.co/mp3-preview/3f3eadf07c7c28762b4307d63a28039048b4e63b?cid=914d599079cf414bb7441d9c09e8dd1d
449,50,"""Mi Gente""",J Balvin and Willy William featuring Beyoncé,2017,Mi Gente,False,https://i.scdn.co/image/ab67616d0000b273dc1e881b8bb3e6ca57e82fcd,2017-06-30,
450,51,"""Thunder""",Imagine Dragons,2017,Thunder,False,https://i.scdn.co/image/ab67616d0000b2735675e83f707f1d7271e5cf8a,2017-06-23,
451,52,"""T-Shirt""",Migos,2017,T-Shirt,True,https://i.scdn.co/image/ab67616d0000b273cf9b68115dcb2a222c252f00,2017-04-07,https://p.scdn.co/mp3-preview/a63014d8a14024676da58c47c2dcbe374e367232?cid=914d599079cf414bb7441d9c09e8dd1d
452,53,"""Rake It Up""",Yo Gotti featuring Nicki Minaj,2017,Rake It Up (feat. Nicki Minaj),True,https://i.scdn.co/image/ab67616d0000b2732cc72b6f465812679b803638,2017-10-27,https://p.scdn.co/mp3-preview/76de50ce08cb9201174934af4c9ce3d842e94259?cid=914d599079cf414bb7441d9c09e8dd1d
453,54,"""Mercy""",Shawn Mendes,2017,Mercy,True,https://i.scdn.co/image/ab67616d0000b2732127d038204bc32c416d55e2,2012-01-01,
454,55,"""Tunnel Vision""",Kodak Black,2017,Tunnel Vision,True,https://i.scdn.co/image/ab67616d0000b2731541a676423805fc68ff3e66,2017-03-31,https://p.scdn.co/mp3-preview/244639cf47c52aa0cb24ca124658b9caf59850fa?cid=914d599079cf414bb7441d9c09e8dd1d
455,56,"""Rockstar""",Post Malone featuring 21 Savage,2017,rockstar (feat. 21 Savage),True,https://i.scdn.co/image/ab67616d0000b273b1c4b76e23414c9f20242268,2018-04-27,
456,57,"""In Case You Didn't Know""",Brett Young,2017,In Case You Didn't Know,False,https://i.scdn.co/image/ab67616d0000b2738c67513a5ffd9a018b410f1b,2017-02-10,
457,58,"""Heathens""",Twenty One Pilots,2017,Heathens,False,https://i.scdn.co/image/ab67616d0000b2732ca3ba8f334ca5a5f0312efb,2016-06-16,https://p.scdn.co/mp3-preview/1eec0afcc9b808702506c14bb5a03f084d1051f8?cid=914d599079cf414bb7441d9c09e8dd1d
458,59,"""Now or Never""",Halsey,2017,Now Or Never,False,https://i.scdn.co/image/ab67616d0000b2730f7ad6d8d829906c17cae210,2017-06-02,
459,60,"""Caroline""",Aminé,2017,Caroline,True,https://i.scdn.co/image/ab67616d0000b27360282020360f5048976275aa,2017-07-28,
460,61,"""Rolex""",Ayo & Teo,2017,Rolex,False,https://i.scdn.co/image/ab67616d0000b27379dbd95fbdf6b0d617bd32dd,2017-03-15,https://p.scdn.co/mp3-preview/b57598687114465593593ef6bc4c217d26ac3010?cid=914d599079cf414bb7441d9c09e8dd1d
461,62,"""DNA""",Kendrick Lamar,2017,DNA.,True,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,2017-04-14,
462,63,"""Juju on That Beat (TZ Anthem)""",Zay Hilfigerrr & Zayion McCall,2017,Juju on That Beat (TZ Anthem),False,https://i.scdn.co/image/ab67616d0000b273186678fe32d915298c28d576,2016-09-30,https://p.scdn.co/mp3-preview/9701464991fb7e2cb1032b6630462fd64bf583d9?cid=914d599079cf414bb7441d9c09e8dd1d
463,64,"""Swang""",Rae Sremmurd,2017,Swang,True,https://i.scdn.co/image/ab67616d0000b273881fb62d913fe712fc2e1c95,2016-08-12,
464,65,"""Passionfruit""",Drake,2017,Passionfruit,True,https://i.scdn.co/image/ab67616d0000b2734f0fd9dad63977146e685700,2017-03-18,
465,66,"""Loyalty""",Kendrick Lamar featuring Rihanna,2017,LOYALTY. FEAT. RIHANNA.,True,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,2017-04-14,
466,67,"""Praying""",Kesha,2017,Praying,False,https://i.scdn.co/image/ab67616d0000b27355de63b8aaf464fe8146b4f1,2017-08-11,https://p.scdn.co/mp3-preview/e0159e2a3e1cff7f53ea362529fa4bd33b7a175a?cid=914d599079cf414bb7441d9c09e8dd1d
467,68,"""Goosebumps""",Travis Scott,2017,goosebumps,True,https://i.scdn.co/image/ab67616d0000b273f54b99bf27cda88f4a7403ce,2016-09-16,https://p.scdn.co/mp3-preview/580bc0b4b3c1f33835606dd44797a58aa171525c?cid=914d599079cf414bb7441d9c09e8dd1d
468,69,"""Cold""",Maroon 5 featuring Future,2017,Cold Heart - PNAU Remix,False,https://i.scdn.co/image/ab67616d0000b2739f5cce8304c42d3a5463fd23,2021-08-13,
469,70,"""Broccoli""",DRAM featuring Lil Yachty,2017,Broccoli,True,https://i.scdn.co/image/ab67616d0000b273fdeac207b7369d188cb2221c,2016-04-06,https://p.scdn.co/mp3-preview/c9940b3db54007c7b6605e37240f460bdc8d2f5c?cid=914d599079cf414bb7441d9c09e8dd1d
470,71,"""Slide""",Calvin Harris featuring Frank Ocean and Migos,2017,Slide,False,https://i.scdn.co/image/ab67616d0000b273eda9478c39a21e1cdc6609ca,1998-09-11,https://p.scdn.co/mp3-preview/0b5bcd2381d30040b49d8919dcb5721facfa66ea?cid=914d599079cf414bb7441d9c09e8dd1d
471,72,"""What Ifs""",Kane Brown featuring Lauren Alaina,2017,What Ifs (feat. Lauren Alaina),False,https://i.scdn.co/image/ab67616d0000b27348295fd4144b8ce6b437d682,2016-12-02,https://p.scdn.co/mp3-preview/35907d15dbb62ead08aa284dc08c354b214d6ef6?cid=914d599079cf414bb7441d9c09e8dd1d
472,73,"""Chained to the Rhythm""",Katy Perry featuring Skip Marley,2017,Chained To The Rhythm,False,https://i.scdn.co/image/ab67616d0000b273cce6bab1f59b165133175d88,2017-06-09,
473,74,"""Feels""","Calvin Harris featuring Pharrell Williams, Katy Perry and Big Sean",2017,Feels Like We Only Go Backwards,False,https://i.scdn.co/image/ab67616d0000b273370c12f82872c9cfaee80193,2012-01-01,
474,75,"""All Time Low""",Jon Bellion,2017,All Time Low,True,https://i.scdn.co/image/ab67616d0000b273804533fa6608d1c8d420dbeb,2016-06-10,
475,76,"""Hurricane""",Luke Combs,2017,Hurricane,False,https://i.scdn.co/image/ab67616d0000b273cad190f1a73c024e5a40dddd,2021-08-29,
476,77,"""Too Good at Goodbyes""",Sam Smith,2017,Too Good At Goodbyes,False,https://i.scdn.co/image/ab67616d0000b273f3ea7140c4a8ba597d0b276b,2017-11-03,
477,78,"""Young Dumb & Broke""",Khalid,2017,Young Dumb & Broke,False,https://i.scdn.co/image/ab67616d0000b273988ede5e1276e758b5f9e577,2017-04-27,https://p.scdn.co/mp3-preview/7f85d7814c5ff276d0ad416cd3f4c1cf88ece7af?cid=914d599079cf414bb7441d9c09e8dd1d
478,79,"""Magnolia""",Playboi Carti,2017,Magnolia,True,https://i.scdn.co/image/ab67616d0000b273e31a279d267f3b3d8912e6f1,2017-04-14,
479,80,"""Love Galore""",SZA featuring Travis Scott,2017,Love Galore (feat. Travis Scott),True,https://i.scdn.co/image/ab67616d0000b2734c79d5ec52a6d0302f3add25,2017-06-09,https://p.scdn.co/mp3-preview/d7ecfdfafd5058e31e1a164da135a08557714a40?cid=914d599079cf414bb7441d9c09e8dd1d
