,No.,Title,Artist(s),Year,spo_name,spo_id,explicit,images,release_date,preview_url,itunes_name,apple_id,genre,trackTime,trackView
259,60,"""You Say""",Lauren Daigle,2019,You Say,6Up545NUflOiXo8cEraH49,False,https://i.scdn.co/image/ab67616d0000b273f450251e05b9ab74d11d9e53,2018-09-07,https://p.scdn.co/mp3-preview/f0d7a7c2fbdb3aabca27d9e72fc44c9bed6980df?cid=914d599079cf414bb7441d9c09e8dd1d,You Say,1447184844,Christian,274693,https://music.apple.com/us/album/you-say/1447184494?i=1447184844&uo=4
260,61,"""Hey Look Ma, I Made It""",Panic! at the Disco,2019,"Hey Look Ma, I Made It",22oEJW6r2rMb9z4IntfyEa,False,https://i.scdn.co/image/ab67616d0000b273c5148520a59be191eea16989,2018-06-22,https://p.scdn.co/mp3-preview/21b47134de4e98a0373195320a306020eb6bbba5?cid=914d599079cf414bb7441d9c09e8dd1d,"Hey Look Ma, I Made It",1361152140,Alternative,169667,https://music.apple.com/us/album/hey-look-ma-i-made-it/1361152002?i=1361152140&uo=4
261,62,"""Circles""",Post Malone,2019,Circles,21jGcNKet2qwijlDFuPiPb,False,https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02,2019-09-06,,Circles (Post Malone),1477880561,Pop,194500,https://music.apple.com/us/album/circles-post-malone/1508525437?i=1508525439&uo=4
262,63,"""Beer Never Broke My Heart""",Luke Combs,2019,Beer Never Broke My Heart,7aEtlGHoiPAfRB084NiDmx,False,https://i.scdn.co/image/ab67616d0000b273429d8ec28f865acf2a927c2d,2019-11-08,https://p.scdn.co/mp3-preview/c7f6e8d82c8f97ca31cd48fdb366e77a42544e1d?cid=914d599079cf414bb7441d9c09e8dd1d,Beer Never Broke My Heart,1479453823,Country,186360,https://music.apple.com/us/album/beer-never-broke-my-heart/1527782144?i=1527782145&uo=4
263,64,"""The London""","Young Thug, J. Cole and Travis Scott",2019,The London (feat. J. Cole & Travis Scott),7DcvwMAiqKJQD1rrdfxSDx,True,https://i.scdn.co/image/ab67616d0000b273137c2d3150118e7157800c5b,2019-05-23,https://p.scdn.co/mp3-preview/3889913dba74cd7bcfcb98bb04be3ec4e2e20518?cid=914d599079cf414bb7441d9c09e8dd1d,The London (feat. J. Cole & Travis Scott),1492390176,Hip-Hop/Rap,200187,https://music.apple.com/us/album/the-london-feat-j-cole-travis-scott/1492389435?i=1492390176&uo=4
264,65,"""Con Calma""",Daddy Yankee and Katy Perry featuring Snow,2019,Con Calma,5w9c2J52mkdntKOmRLeM2m,False,https://i.scdn.co/image/ab67616d0000b2737eb072c3eee4c15398c38757,2022-04-04,,Con Calma (feat. Snow),1460175382,Urbano latino,181277,https://music.apple.com/us/album/con-calma-feat-snow-remix/1460175369?i=1460175382&uo=4
265,66,"""Murder on My Mind""",YNW Melly,2019,Murder On My Mind,7eBqSVxrzQZtK2mmgRG6lC,True,https://i.scdn.co/image/ab67616d0000b2730f5397dc6aa91374897182e0,2018-08-03,https://p.scdn.co/mp3-preview/cb142db9cc5e92a6f2ac873dc25f8483c5e3fe86?cid=914d599079cf414bb7441d9c09e8dd1d,Murder on My Mind,1419601421,Hip-Hop/Rap,268434,https://music.apple.com/us/album/murder-on-my-mind/1419601184?i=1419601421&uo=4
266,67,"""When the Party's Over""",Billie Eilish,2019,when the party's over,43zdsphuZLzwA9k4DJhU0I,False,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce,2019-03-29,,when the party's over,1450695872,Alternative,196077,https://music.apple.com/us/album/when-the-partys-over/1450695723?i=1450695872&uo=4
267,68,"""Act Up""",City Girls,2019,Act Up,3A2yGHWIzmGEIolwonU69h,True,https://i.scdn.co/image/ab67616d0000b27355eacf604f263cc9347e03e7,2018-11-16,,Act Up (City Girls),1496828069,Hip-Hop/Rap,118936,https://music.apple.com/us/album/act-up-city-girls/1496828068?i=1496828069&uo=4
268,69,"""I Like It""","Cardi B, Bad Bunny and J Balvin",2019,I Like It,58q2HKrzhC3ozto2nDdN4z,True,https://i.scdn.co/image/ab67616d0000b273a0caffda54afd0a65995bbab,2018-04-06,https://p.scdn.co/mp3-preview/dd236952548f554253f11b2c4c9f2ce1fb7f5b66?cid=914d599079cf414bb7441d9c09e8dd1d,I Like It,1368157211,Hip-Hop/Rap,253390,https://music.apple.com/us/album/i-like-it/1368156323?i=1368157211&uo=4
269,70,"""Trampoline""",Shaed,2019,Trampoline,0lsRatBUs9HNIZAmoGABzk,False,https://i.scdn.co/image/ab67616d0000b273a1f207de5b29461e5f873a21,2018-09-21,,Trampoline,1436515644,Alternative,184060,https://music.apple.com/us/album/trampoline/1436515209?i=1436515644&uo=4
270,71,"""Leave Me Alone""",Flipp Dinero,2019,Leave Me Alone,6V7g6qM8wheMivMWrzbPTM,True,https://i.scdn.co/image/ab67616d0000b273b164878e278ee736452836c7,2019-11-22,https://p.scdn.co/mp3-preview/a8c8e82772d3085a87e7545892a3c8b8697a94d9?cid=914d599079cf414bb7441d9c09e8dd1d,Leave Me Alone,1435255869,Hip-Hop/Rap,195637,https://music.apple.com/us/album/leave-me-alone/1435255627?i=1435255869&uo=4
271,72,"""Breathin""",Ariana Grande,2019,breathin,4OafepJy2teCjYJbvFE60J,True,https://i.scdn.co/image/ab67616d0000b273c3af0c2355c24ed7023cd394,2018-08-17,,Breathin - Ariana Grande,1510003101,Pop,201006,https://music.apple.com/us/album/breathin-ariana-grande-cover-en-espa%C3%B1ol/1510003100?i=1510003101&uo=4
272,73,"""Bury a Friend""",Billie Eilish,2019,bury a friend,4SSnFejRGlZikf02HLewEF,False,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce,2019-03-29,,bury a friend,1450695881,Alternative,193149,https://music.apple.com/us/album/bury-a-friend/1450695723?i=1450695881&uo=4
273,74,"""Close Friends""",Lil Baby,2019,Close Friends (Lil Baby & Gunna),5nzhL67GpF9szXWg5y509A,True,https://i.scdn.co/image/ab67616d0000b273ce159a3ba2096e13fa9d4b4c,2018-10-05,,Close Friends,1437955651,Hip-Hop/Rap,203881,https://music.apple.com/us/album/close-friends/1437955279?i=1437955651&uo=4
274,75,"""Baby Shark""",Pinkfong,2019,Baby Shark,5ygDXis42ncn6kYG14lEVG,False,https://i.scdn.co/image/ab67616d0000b27311723f2867f29b2134ae47e4,2017-07-27,https://p.scdn.co/mp3-preview/d2de88f64a5af430f817467679539937da8a84d0?cid=914d599079cf414bb7441d9c09e8dd1d,Baby Shark,1264976429,Children's Music,96333,https://music.apple.com/us/album/baby-shark/1264976423?i=1264976429&uo=4
275,76,"""My Type""",Saweetie,2019,My Type,5KBARWIxeMGkvUax9VtVC9,True,https://i.scdn.co/image/ab67616d0000b27359dc6229be2836d4d432b2f0,2019-03-29,https://p.scdn.co/mp3-preview/464c274be21fd66a33097820e45460b60b04a153?cid=914d599079cf414bb7441d9c09e8dd1d,My Type,1457084723,Hip-Hop/Rap,126446,https://music.apple.com/us/album/my-type/1457084713?i=1457084723&uo=4
276,77,"""Worth It""",YK Osiris,2019,WORTH IT,2agJG5mKBoOL8uojjKQvCD,False,https://i.scdn.co/image/ab67616d0000b2735b656d32ea6b0b9c54c2d2e0,2022-03-11,https://p.scdn.co/mp3-preview/12292a017e9b9f90ec0f96f706f64ef97d5b0d5b?cid=914d599079cf414bb7441d9c09e8dd1d,Worth It,1451108161,Hip-Hop/Rap,189250,https://music.apple.com/us/album/worth-it/1451108157?i=1451108161&uo=4
277,78,"""Only Human""",Jonas Brothers,2019,Only Human,0DiDStADDVh3SvAsoJAFMk,False,https://i.scdn.co/image/ab67616d0000b273de1a3a5eaa0c75bb18e7b597,2019-06-07,,Only Human,1461478402,Pop,183006,https://music.apple.com/us/album/only-human/1461478261?i=1461478402&uo=4
278,79,"""Knockin' Boots""",Luke Bryan,2019,Knockin' Boots,6ERR6e7h6wCqGoz1TjiUJb,False,https://i.scdn.co/image/ab67616d0000b273f40b427040108cfcb1503800,2019-03-29,,Knockin' Boots,1550971599,Country,200067,https://music.apple.com/us/album/knockin-boots/1497942465?i=1497942470&uo=4
279,80,"""Trip""",Ella Mai,2019,Trip,6CTWathupIiDs7U4InHnDA,False,https://i.scdn.co/image/ab67616d0000b2737ce0faf0620ab9c1779e1fbf,2018-10-12,,Trip,1436555518,R&B/Soul,213993,https://music.apple.com/us/album/trip/1436555269?i=1436555518&uo=4
280,81,"""Rumor""",Lee Brice,2019,Rumors (feat. Lil Durk),0P2P1AxcRYhiZvoF5MyRmM,True,https://i.scdn.co/image/ab67616d0000b2738c75e7c52a57ad3b4eb44351,2022-01-25,https://p.scdn.co/mp3-preview/723a61996db975c401feb49155655a7112dd2514?cid=914d599079cf414bb7441d9c09e8dd1d,Rumor,1278567741,Country,198440,https://music.apple.com/us/album/rumor/1278567733?i=1278567741&uo=4
281,82,"""Swervin""",A Boogie wit da Hoodie featuring 6ix9ine,2019,Swervin (feat. 6ix9ine),1wJRveJZLSb1rjhnUHQiv6,True,https://i.scdn.co/image/ab67616d0000b273dcfadea246002a5c0fd7b1b8,2018-12-21,https://p.scdn.co/mp3-preview/dc108fe7f357b0fa34b03b11c623e63781bb2daf?cid=914d599079cf414bb7441d9c09e8dd1d,Swervin (feat. 6ix9ine),1445606849,Hip-Hop/Rap,189487,https://music.apple.com/us/album/swervin-feat-6ix9ine/1445606845?i=1445606849&uo=4
282,83,"""How Do You Sleep?""",Sam Smith,2019,How Do You Sleep?,6b2RcmUt1g9N9mQ3CbjX2Y,False,https://i.scdn.co/image/ab67616d0000b27376bc1c851462191faec76bf8,2019-07-19,,How Do You Sleep?,1471596298,Pop,202205,https://music.apple.com/us/album/how-do-you-sleep/1471596229?i=1471596298&uo=4
283,84,"""Baby""",Lil Baby and DaBaby,2019,Baby,69drwbIIFoaw3sJwKejAJ9,False,https://i.scdn.co/image/ab67616d0000b273629dc9e2e3bc20bbd7d92e4a,2010-01-01,,For The Night (feat. Lil Baby & DaBaby),1521889285,Hip-Hop/Rap,190476,https://music.apple.com/us/album/for-the-night-feat-lil-baby-dababy/1521889004?i=1521889285&uo=4
284,85,"""Look What God Gave Her""",Thomas Rhett,2019,Look What God Gave Her,2KqJC0koTBUyDlsMt5ok1V,False,https://i.scdn.co/image/ab67616d0000b27382abc8986726acbd00d434e1,2019-05-31,,Look What God Gave Her,1454614696,Country,168960,https://music.apple.com/us/album/look-what-god-gave-her/1454614683?i=1454614696&uo=4
285,86,"""Good as You""",Kane Brown,2019,Good as You,19kUPdKTp85q9RZNwaXM15,False,https://i.scdn.co/image/ab67616d0000b273c61fe3be705958234977faaa,2019-11-01,https://p.scdn.co/mp3-preview/d4922b6a4358c8bae49d8734ff7928d379d2e674?cid=914d599079cf414bb7441d9c09e8dd1d,Good As You,1434750230,Country,192932,https://music.apple.com/us/album/good-as-you/1434750138?i=1434750230&uo=4
286,87,"""Clout""",Offset featuring Cardi B,2019,CLOUT COBAIN | CLOUT CO13A1N,2LNMhZ3YijTO7USmqjgJfG,True,https://i.scdn.co/image/ab67616d0000b2737d05dd3ebb77cc048d66b294,2018-07-27,,Clout (feat. Cardi B),1453941332,Hip-Hop/Rap,205803,https://music.apple.com/us/album/clout-feat-cardi-b/1453940914?i=1453941332&uo=4
287,88,"""Love Lies""",Khalid and Normani,2019,Love Lies (with Normani),45Egmo7icyopuzJN0oMEdk,False,https://i.scdn.co/image/ab67616d0000b273dd7eaf261543814a6d715d67,2018-02-14,https://p.scdn.co/mp3-preview/1c740235957ac7223d29dffb21c320182f96a54f?cid=914d599079cf414bb7441d9c09e8dd1d,Love Lies,1334780215,R&B/Soul,200965,https://music.apple.com/us/album/love-lies/1334779517?i=1334780215&uo=4
288,89,"""One Thing Right""",Marshmello and Kane Brown,2019,One Thing Right,4hPpVbbakQNv8YTHYaOJP4,False,https://i.scdn.co/image/ab67616d0000b273f0d9f552f55d802413da1002,2019-06-21,https://p.scdn.co/mp3-preview/9ff999df680540fb9ef455d04c5605ef70786c24?cid=914d599079cf414bb7441d9c09e8dd1d,One Thing Right,1468501928,Pop,181824,https://music.apple.com/us/album/one-thing-right/1468501921?i=1468501928&uo=4
289,90,"""Cash Shit""",Megan Thee Stallion featuring DaBaby,2019,Cash Shit (feat. DaBaby),2rMAtCaTj16NptyVfEIeAC,True,https://i.scdn.co/image/ab67616d0000b2738fdfd969c0b6375ca22c3fa3,2019-05-17,https://p.scdn.co/mp3-preview/afe7c75f6b6f4bc72b0b74dad6c50904e3e386b6?cid=914d599079cf414bb7441d9c09e8dd1d,Cash Shit (feat. DaBaby),1463027714,Hip-Hop/Rap,192540,https://music.apple.com/us/album/cash-shit-feat-dababy/1463027710?i=1463027714&uo=4
290,91,"""Tequila""",Dan + Shay,2019,Tequila,42fw0rxRO2xbesF6mJfd4Y,False,https://i.scdn.co/image/ab67616d0000b27305e4408393e1c81a8ab1bf26,2018-06-22,https://p.scdn.co/mp3-preview/bebaf7d9f2f4b0ab068b56b5826f0791c132c22a?cid=914d599079cf414bb7441d9c09e8dd1d,Tequila,1383989661,Country,195987,https://music.apple.com/us/album/tequila/1383989073?i=1383989661&uo=4
291,92,"""Shotta Flow""",NLE Choppa,2019,Shotta Flow 6,4GKHIuAyQBWSvrVxoej52H,True,https://i.scdn.co/image/ab67616d0000b2732707bec7ac1cf97cf06631fb,2022-01-28,https://p.scdn.co/mp3-preview/14b6367b4c63ed5c6afef78d77671132627d752d?cid=914d599079cf414bb7441d9c09e8dd1d,Shotta Flow,1449785344,Hip-Hop/Rap,160013,https://music.apple.com/us/album/shotta-flow/1449785342?i=1449785344&uo=4
292,93,"""Hot Girl Summer""",Megan Thee Stallion featuring Nicki Minaj and Ty Dolla Sign,2019,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),5N1o6d8zGcSZSeMFkOUQOk,True,https://i.scdn.co/image/ab67616d0000b2739dcf842e1b19fc15b1ad31dc,2019-08-09,https://p.scdn.co/mp3-preview/6cc73c8ef63f6bf9f5d6c589d78280e507d90bc8?cid=914d599079cf414bb7441d9c09e8dd1d,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),1475080333,Hip-Hop/Rap,199427,https://music.apple.com/us/album/hot-girl-summer-feat-nicki-minaj-ty-dolla-%24ign/1475080332?i=1475080333&uo=4
293,94,"""Talk You Out of It""",Florida Georgia Line,2019,Talk You Out Of It,4qQwGRtGT7l6ckQtdPEFd4,False,https://i.scdn.co/image/ab67616d0000b27342f67892edff211325a54db4,2019-02-15,,Talk You Out of It,1476764792,Country,191907,https://music.apple.com/us/album/talk-you-out-of-it-acoustic/1476764729?i=1476764792&uo=4
294,95,"""Beautiful""",Bazzi featuring Camila Cabello,2019,Beautiful Crazy,2rxQMGVafnNaRaXlRMWPde,False,https://i.scdn.co/image/ab67616d0000b273ccba76fad1c624c09e72bc78,2018-06-01,https://p.scdn.co/mp3-preview/22bc30ceb0bd5c8175491dfdc7cdeb8c1a3ba6f8?cid=914d599079cf414bb7441d9c09e8dd1d,Beautiful (feat. Kylie Minogue),1442963872,Pop Latino,205376,https://music.apple.com/us/album/beautiful-feat-kylie-minogue/1442962802?i=1442963872&uo=4
295,96,"""Eyes on You""",Chase Rice,2019,Eyes On You,5AnSllIrgGsCZzZJkVnApx,False,https://i.scdn.co/image/ab67616d0000b27367811779dba7ae060530096b,2017-11-17,https://p.scdn.co/mp3-preview/5527b5bf9085b4e276884574cba7800566d411bf?cid=914d599079cf414bb7441d9c09e8dd1d,Eyes On You,1258409949,Country,182493,https://music.apple.com/us/album/eyes-on-you/1258409936?i=1258409949&uo=4
296,97,"""All to Myself""",Dan + Shay,2019,All To Myself,08tq1XcHwVt5PHXUo87i0D,False,https://i.scdn.co/image/ab67616d0000b27305e4408393e1c81a8ab1bf26,2018-06-22,https://p.scdn.co/mp3-preview/22b3a2900da1644b502185b7c7087c4508e2a7a4?cid=914d599079cf414bb7441d9c09e8dd1d,All To Myself,1383989665,Country,169613,https://music.apple.com/us/album/all-to-myself/1383989073?i=1383989665&uo=4
297,98,"""Boyfriend""",Ariana Grande and Social House,2019,Boyfriend,59CfNbkERJ3NoTXDvoURjj,True,https://i.scdn.co/image/ab67616d0000b2730397f50cb9dc5393db5d08bc,2022-02-11,https://p.scdn.co/mp3-preview/53120317c1fc5576aa178f37ddfa991f6eabf0d6?cid=914d599079cf414bb7441d9c09e8dd1d,Boyfriend,1444886406,Dance,332253,https://music.apple.com/us/album/boyfriend-dada-life-remix/1444886402?i=1444886406&uo=4
298,99,"""Walk Me Home""",Pink,2019,Walk Me Home,7DHApOHsIFo7EyfieArYGE,False,https://i.scdn.co/image/ab67616d0000b2731a15fe1c0e41a68f1eeaec4d,2022-02-11,https://p.scdn.co/mp3-preview/974665043a257deef1c309ce5da9b156df54eb7f?cid=914d599079cf414bb7441d9c09e8dd1d,Walk Me Home,1453199364,Pop,177391,https://music.apple.com/us/album/walk-me-home/1453199363?i=1453199364&uo=4
299,100,"""Robbery""",Juice Wrld,2019,Robbery,6iaSML1PIYq936g62BDtBq,True,https://i.scdn.co/image/ab67616d0000b2738b27d35aa2c6dcf99895d664,2019-03-08,,Robbery,1454441104,Hip-Hop/Rap,240051,https://music.apple.com/us/album/robbery/1454440896?i=1454441104&uo=4
300,1,"""God's Plan""",Drake,2018,God's Plan,6DCZcSspjsKoFjzjrWoCdn,True,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,2018-06-29,,God's Plan,1418213269,Hip-Hop/Rap,198973,https://music.apple.com/us/album/gods-plan/1418213110?i=1418213269&uo=4
301,2,"""Perfect""",Ed Sheeran,2018,Perfect,0tgVpDi06FyKpA1z0VMD4v,False,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,2017-03-03,https://p.scdn.co/mp3-preview/229419b7fe43f4aa963e8ed8eecabc4b87c4958e?cid=914d599079cf414bb7441d9c09e8dd1d,Perfect,1193701400,Pop,263400,https://music.apple.com/us/album/perfect/1193701079?i=1193701400&uo=4
302,3,"""Meant to Be""",Bebe Rexha featuring Florida Georgia Line,2018,Meant to Be (feat. Florida Georgia Line),7iDa6hUg2VgEL1o1HjmfBn,False,https://i.scdn.co/image/ab67616d0000b2731ba5682505dd6e2592b16e41,2017-08-11,https://p.scdn.co/mp3-preview/31115b2463d819a49232ee593bd6521b654acc6a?cid=914d599079cf414bb7441d9c09e8dd1d,Meant to Be,1251713725,Pop,163870,https://music.apple.com/us/album/meant-to-be/1251713683?i=1251713725&uo=4
303,4,"""Havana""",Camila Cabello featuring Young Thug,2018,Havana (feat. Young Thug),1rfofaqEpACxVEHIZBJe6W,False,https://i.scdn.co/image/ab67616d0000b2736eb0b9e73adcf04e4ed3eca4,2018-01-12,https://p.scdn.co/mp3-preview/dde842d9c212b2acdd3dcbefa41f2b41b198ec8f?cid=914d599079cf414bb7441d9c09e8dd1d,Havana,1491883914,Pop,172338,https://music.apple.com/us/album/havana-live/1491883897?i=1491883914&uo=4
304,5,"""Rockstar""",Post Malone featuring 21 Savage,2018,rockstar (feat. 21 Savage),0e7ipj03S05BNilyu5bRzt,True,https://i.scdn.co/image/ab67616d0000b273b1c4b76e23414c9f20242268,2018-04-27,,Rockstar,214403648,Rock,259493,https://music.apple.com/us/album/rockstar/1475690530?i=1475690719&uo=4
305,6,"""Psycho""",Post Malone featuring Ty Dolla Sign,2018,Psycho (feat. Ty Dolla $ign),705dwKmZCd7ImAUyyD6Mpm,True,https://i.scdn.co/image/ab67616d0000b273b1c4b76e23414c9f20242268,2018-04-27,,Psycho (feat. Ty Dolla $ign),1373517312,Hip-Hop/Rap,221446,https://music.apple.com/us/album/psycho-feat-ty-dolla-%24ign/1373516902?i=1373517312&uo=4
306,7,"""I Like It""","Cardi B, Bad Bunny and J Balvin",2018,I Like It,58q2HKrzhC3ozto2nDdN4z,True,https://i.scdn.co/image/ab67616d0000b273a0caffda54afd0a65995bbab,2018-04-06,https://p.scdn.co/mp3-preview/dd236952548f554253f11b2c4c9f2ce1fb7f5b66?cid=914d599079cf414bb7441d9c09e8dd1d,I Like It (feat. Pitbull),1479789359,Pop Latino,231827,https://music.apple.com/us/album/i-like-it-feat-pitbull/1479789205?i=1479789359&uo=4
307,8,"""The Middle""","Zedd, Maren Morris and Grey",2018,The Middle,6GG73Jik4jUlQCkKg9JuGO,False,https://i.scdn.co/image/ab67616d0000b27395d1d98c5176e4f982bd73d6,2001-07-17,,The Middle,1450030115,Alternative,165853,https://music.apple.com/us/album/the-middle/1450030107?i=1450030115&uo=4
308,9,"""In My Feelings""",Drake,2018,In My Feelings,2G7V7zsVDxg1yRsu7Ew9RJ,True,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,2018-06-29,,In My Feelings,1418213402,Hip-Hop/Rap,217933,https://music.apple.com/us/album/in-my-feelings/1418213110?i=1418213402&uo=4
309,10,"""Girls Like You""",Maroon 5 featuring Cardi B,2018,Girls Like You,6OEHjJJvdkk1Ln0p0AZdyz,True,https://i.scdn.co/image/ab67616d0000b273fc4852898bc6ed85b3e3f89c,2018-06-15,,Girls Like You (feat. Cardi B),1381589780,Pop,235545,https://music.apple.com/us/album/girls-like-you-feat-cardi-b/1381588297?i=1381589780&uo=4
310,11,"""Nice for What""",Drake,2018,Nice For What,3CA9pLiwRIGtUBiMjbZmRw,True,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,2018-06-29,,Nice For What,1418213383,Hip-Hop/Rap,210747,https://music.apple.com/us/album/nice-for-what/1418213110?i=1418213383&uo=4
311,12,"""Lucid Dreams""",Juice Wrld,2018,Lucid Dreams,285pBltuF7vW8TeWk8hdRR,True,https://i.scdn.co/image/ab67616d0000b273f7db43292a6a99b21b51d5b4,2018-12-10,,Lucid Dreams,1407165118,Hip-Hop/Rap,239836,https://music.apple.com/us/album/lucid-dreams/1407165109?i=1407165118&uo=4
312,13,"""Better Now""",Post Malone,2018,Better Now,7dt6x5M1jzdTEt8oCbisTK,True,https://i.scdn.co/image/ab67616d0000b273b1c4b76e23414c9f20242268,2018-04-27,,Better Now,1373517313,Hip-Hop/Rap,231261,https://music.apple.com/us/album/better-now/1373516902?i=1373517313&uo=4
313,14,"""Finesse""",Bruno Mars featuring Cardi B,2018,Finesse,2WP8G2pdddDmnh1xbfKBOI,False,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,2018-06-29,,Finesse,1161504065,Pop,190998,https://music.apple.com/us/album/finesse/1161503945?i=1161504065&uo=4
314,15,"""Boo'd Up""",Ella Mai,2018,Boo'd Up,0At2qAoaVjIwWNAqrscXli,False,https://i.scdn.co/image/ab67616d0000b2731067b9877d6435ae9ecb26ac,2017-02-22,,Boo'd Up,1440879676,R&B/Soul,256064,https://music.apple.com/us/album/bood-up/1440879671?i=1440879676&uo=4
315,16,"""New Rules""",Dua Lipa,2018,New Rules,2ekn2ttSfGqwhhate0LSR0,False,https://i.scdn.co/image/ab67616d0000b2736b915e407b70e121e06fe979,2017-06-02,https://p.scdn.co/mp3-preview/b6936c211bfbf998b95af98ea0b1c52f0d413066?cid=914d599079cf414bb7441d9c09e8dd1d,New Rules,1228739609,Pop,209320,https://music.apple.com/us/album/new-rules/1228739599?i=1228739609&uo=4
316,17,"""Sad!""",XXXTentacion,2018,SAD!,3ee8Jmje8o58CHK66QrVC2,True,https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c,2018-03-16,,SAD!,1359293318,Pop,166606,https://music.apple.com/us/album/sad/1359292515?i=1359293318&uo=4
317,18,"""Never Be the Same""",Camila Cabello,2018,Never Be the Same,4eWQlBRaTjPPUlzacqEeoQ,False,https://i.scdn.co/image/ab67616d0000b2736eb0b9e73adcf04e4ed3eca4,2018-01-12,https://p.scdn.co/mp3-preview/36d832244ebec2c3804f7d95e1e45712c5897201?cid=914d599079cf414bb7441d9c09e8dd1d,Never Be the Same,1321217039,Pop,282520,https://music.apple.com/us/album/never-be-the-same-live/1491883897?i=1491883912&uo=4
318,19,"""Love Lies""",Khalid and Normani,2018,Love Lies (with Normani),45Egmo7icyopuzJN0oMEdk,False,https://i.scdn.co/image/ab67616d0000b273dd7eaf261543814a6d715d67,2018-02-14,https://p.scdn.co/mp3-preview/1c740235957ac7223d29dffb21c320182f96a54f?cid=914d599079cf414bb7441d9c09e8dd1d,Love Lies,1334780215,R&B/Soul,200965,https://music.apple.com/us/album/love-lies/1334779517?i=1334780215&uo=4
319,20,"""No Tears Left to Cry""",Ariana Grande,2018,no tears left to cry,2qT1uLXPVPzGgFOx4jtEuo,False,https://i.scdn.co/image/ab67616d0000b273c3af0c2355c24ed7023cd394,2018-08-17,,no tears left to cry,1492312866,Pop,233417,https://music.apple.com/us/album/no-tears-left-to-cry-live/1492312361?i=1492312866&uo=4
320,21,"""Mine""",Bazzi,2018,Mine,7uzmGiiJyRfuViKKK3lVmR,True,https://i.scdn.co/image/ab67616d0000b273f9f2d43ff44bdfbe8c556f8d,2018-04-12,https://p.scdn.co/mp3-preview/9308e43f7632f59cdffb5cd4f7f62c202ff5ba30?cid=914d599079cf414bb7441d9c09e8dd1d,Mine,1440920319,Pop,131064,https://music.apple.com/us/album/mine/1369438774?i=1369439270&uo=4
321,22,"""Thunder""",Imagine Dragons,2018,Thunder,1zB4vmk8tFRmM9UULNzbLB,False,https://i.scdn.co/image/ab67616d0000b2735675e83f707f1d7271e5cf8a,2017-06-23,,Thunder,276649804,Alternative,187145,https://music.apple.com/us/album/thunder/1411625594?i=1411629089&uo=4
322,23,"""Look Alive""",BlocBoy JB featuring Drake,2018,Look Alive (feat. Drake),4qKcDkK6siZ7Jp1Jb4m0aL,True,https://i.scdn.co/image/ab67616d0000b27355cad990bc1ce5808367fa0e,2018-02-09,https://p.scdn.co/mp3-preview/953b7bb8a9b6637be1b175f3aacc9548e81c48f8?cid=914d599079cf414bb7441d9c09e8dd1d,Look Alive (feat. Drake),1345661298,Hip-Hop/Rap,181263,https://music.apple.com/us/album/look-alive-feat-drake/1345660760?i=1345661298&uo=4
323,24,"""Delicate""",Taylor Swift,2018,Delicate,6NFyWDv5CjfwuzoCkw47Xf,False,https://i.scdn.co/image/ab67616d0000b273da5d5aeeabacacc1263c0f4b,2017-11-10,,Delicate,1440934254,Pop,232251,https://music.apple.com/us/album/delicate/1440933849?i=1440934254&uo=4
324,25,"""Yes Indeed""",Lil Baby and Drake,2018,Yes Indeed,6vN77lE9LK6HP2DewaN6HZ,True,https://i.scdn.co/image/ab67616d0000b2736cab41f8c84d6164976400d4,2018-05-18,,Yes Indeed,1384782182,Hip-Hop/Rap,142273,https://music.apple.com/us/album/yes-indeed/1384782173?i=1384782182&uo=4
325,26,"""Friends""",Marshmello and Anne-Marie,2018,Friends,2jQiSYrwJehQAcuaaQrXnS,False,https://i.scdn.co/image/ab67616d0000b273c6853bb1af2bed82d15918f4,2015-02-21,https://p.scdn.co/mp3-preview/0bc44f2e480edd93cf70a34c1f35072a61820ddf?cid=914d599079cf414bb7441d9c09e8dd1d,FRIENDS,1373858942,Pop,202621,https://music.apple.com/us/album/friends/1351246855?i=1351247434&uo=4
326,27,"""Bad at Love""",Halsey,2018,Bad At Love,7y9iMe8SOB6z3NoHE2OfXl,False,https://i.scdn.co/image/ab67616d0000b2730f7ad6d8d829906c17cae210,2017-06-02,,Bad at Love,1440880507,Alternative,181279,https://music.apple.com/us/album/bad-at-love/1440880255?i=1440880507&uo=4
