,No.,Title,Artist(s),Year,spo_name,explicit,images,release_date,preview_url,itunes_name,genre,trackTime,trackView
75,76,"""Time Today""",Moneybagg Yo,2021,Time Today,True,https://i.scdn.co/image/ab67616d0000b273b9ba23c2a9edf6f4b7e48bed,2021-04-23,,Time Today,Hip-Hop/Rap,136900,https://music.apple.com/us/album/time-today/1562769837?i=1562770085&uo=4
76,77,"""Cry Baby""",Megan Thee Stallion featuring DaBaby,2021,Cry Baby (feat. DaBaby),True,https://i.scdn.co/image/ab67616d0000b273da256972582b455d46985ba9,2020-11-20,https://p.scdn.co/mp3-preview/b828e459049fbd461bd088e3dea433bd877becdc?cid=914d599079cf414bb7441d9c09e8dd1d,Cry Baby,Alternative,239087,https://music.apple.com/us/album/cry-baby/1021871522?i=1021871524&uo=4
77,78,"""All I Want for Christmas Is You""",Mariah Carey,2021,All I Want for Christmas Is You,False,https://i.scdn.co/image/ab67616d0000b2734246e3158421f5abb75abc4f,1994-10-28,https://p.scdn.co/mp3-preview/0d3f660241b04b1e95ae43decced213696114ad0?cid=914d599079cf414bb7441d9c09e8dd1d,All I Want For Christmas Is You,Holiday,241562,https://music.apple.com/us/album/all-i-want-for-christmas-is-you/585972750?i=585972803&uo=4
78,79,"""No More Parties""",Coi Leray featuring Lil Durk,2021,No More Parties In LA,True,https://i.scdn.co/image/ab67616d0000b2732a7db835b912dc5014bd37f4,2016-06-10,,No More Parties (feat. Lil Durk),Hip-Hop/Rap,192880,https://music.apple.com/us/album/no-more-parties-feat-lil-durk-remix/1559835437?i=1559835441&uo=4
79,80,"""What's Your Country Song""",Thomas Rhett,2021,What’s Your Country Song,False,https://i.scdn.co/image/ab67616d0000b273bcd424e2d975ee2e79820ccf,2021-04-30,,What's Your Country Song,Country,171333,https://music.apple.com/us/album/whats-your-country-song/1555624166?i=1555624257&uo=4
80,81,"""One Too Many""",Keith Urban and Pink,2021,One Too Many,False,https://i.scdn.co/image/ab67616d0000b273f2a428f109f825ec22c64656,2020-09-16,,ONE TOO MANY (feat. Phonte),Electronic,218240,https://music.apple.com/us/album/one-too-many-feat-phonte/1092026376?i=1092027078&uo=4
81,82,"""Arcade""",Duncan Laurence,2021,Arcade,False,https://i.scdn.co/image/ab67616d0000b273a954408e456d4d9d410f448b,2019-03-07,,Arcade (feat. FLETCHER),Pop,187453,https://music.apple.com/us/album/arcade-feat-fletcher/1540580798?i=1540580799&uo=4
82,83,"""Yonaguni""",Bad Bunny,2021,Yonaguni,True,https://i.scdn.co/image/ab67616d0000b27364afd6879102d03460bd3ad9,2021-06-04,https://p.scdn.co/mp3-preview/6db656eb4560c68f2502ee9ce9a2837da7ba0000?cid=914d599079cf414bb7441d9c09e8dd1d,Yonaguni,Urbano latino,206710,https://music.apple.com/us/album/yonaguni/1570323047?i=1570323056&uo=4
83,84,"""Good Time""",Niko Moon,2021,GOOD TIME,False,https://i.scdn.co/image/ab67616d0000b2736293c2d1a9bf6a1b5baf5eca,2021-08-27,https://p.scdn.co/mp3-preview/8c0559319e730c250cf3467950a8498c985af2b7?cid=914d599079cf414bb7441d9c09e8dd1d,Good Time,Pop,205926,https://music.apple.com/us/album/good-time/1444320049?i=1444320054&uo=4
84,85,"""If I Didn't Love You""",Jason Aldean and Carrie Underwood,2021,If I Didn't Love You,False,https://i.scdn.co/image/ab67616d0000b273966a63131e7b82b4669aaafa,2021-11-12,https://p.scdn.co/mp3-preview/d617d607fea0325939407bea70181d2d480ece09?cid=914d599079cf414bb7441d9c09e8dd1d,If I Didn't Love You,Country,212030,https://music.apple.com/us/album/if-i-didnt-love-you/1584827718?i=1584827733&uo=4
85,86,"""Knife Talk""",Drake featuring 21 Savage and Project Pat,2021,Knife Talk (with 21 Savage ft. Project Pat),True,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,2021-09-03,,Knife Talk (feat. 21 Savage & Project Pat),Hip-Hop/Rap,242966,https://music.apple.com/us/album/knife-talk-feat-21-savage-project-pat/1584449196?i=1584449220&uo=4
86,87,"""POV""",Ariana Grande,2021,pov,False,https://i.scdn.co/image/ab67616d0000b2735ef878a782c987d38d82b605,2020-10-30,,pov,Pop,201882,https://music.apple.com/us/album/pov/1537476578?i=1537477079&uo=4
87,88,"""Just the Way""",Parmalee and Blanco Brown,2021,Just the Way You Are,False,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b,2010-10-05,https://p.scdn.co/mp3-preview/fe45db93f0ed11c07cb0db0d6d422a8d80617df8?cid=914d599079cf414bb7441d9c09e8dd1d,Just the Way (feat. Bryce Vine),Pop,193154,https://music.apple.com/us/album/just-the-way-feat-bryce-vine/1558667971?i=1558668249&uo=4
88,89,"""Take My Breath""",The Weeknd,2021,Take My Breath,False,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,2022-01-06,,Take My Breath,R&B/Soul,220196,https://music.apple.com/us/album/take-my-breath/1579408007?i=1579408008&uo=4
89,90,"""We're Good""",Dua Lipa,2021,We're Good,False,https://i.scdn.co/image/ab67616d0000b273ef12a4e8cdb297684e197cc4,2021-02-11,https://p.scdn.co/mp3-preview/ae4c47c8f0f209398926de2f589d55d9f8af5f96?cid=914d599079cf414bb7441d9c09e8dd1d,We're Good,Pop,165507,https://music.apple.com/us/album/were-good/1551178998?i=1551179678&uo=4
90,91,"""Hell of a View""",Eric Church,2021,Hell Of A View,False,https://i.scdn.co/image/ab67616d0000b2732ca9baed899738a0c79b2e69,2021-04-23,,Hell of a View,Country,175280,https://music.apple.com/us/album/hell-of-a-view/1533137281?i=1533137826&uo=4
91,92,"""Rockin' Around the Christmas Tree""",Brenda Lee,2021,Rockin' Around The Christmas Tree,False,https://i.scdn.co/image/ab67616d0000b2737845f74d6db14b400fa61cd3,1964-10-19,,Rockin' Around the Christmas Tree,Holiday,128453,https://music.apple.com/us/album/rockin-around-the-christmas-tree/716132264?i=716132585&uo=4
92,93,"""Put Your Records On""",Ritt Momney,2021,Put Your Records On,False,https://i.scdn.co/image/ab67616d0000b273d52d8eb3be188231e120dbbd,2020-04-24,https://p.scdn.co/mp3-preview/710f3262d48478dce516f8b71839717b80f02454?cid=914d599079cf414bb7441d9c09e8dd1d,Put Your Records On,Hip-Hop/Rap,215414,https://music.apple.com/us/album/put-your-records-on/738331946?i=738332199&uo=4
93,94,"""Happier Than Ever""",Billie Eilish,2021,Happier Than Ever,True,https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e,2021-07-30,,Happier Than Ever,Alternative,298899,https://music.apple.com/us/album/happier-than-ever/1564530719?i=1564531202&uo=4
94,95,"""Single Saturday Night""",Cole Swindell,2021,Single Saturday Night,False,https://i.scdn.co/image/ab67616d0000b2735114081644fbd7ab2cdc8f1e,2020-05-22,https://p.scdn.co/mp3-preview/05e52f26b56170a7ea06b889b8c737c532f95ca6?cid=914d599079cf414bb7441d9c09e8dd1d,Single Saturday Night,Country,187684,https://music.apple.com/us/album/single-saturday-night/1511912114?i=1511912117&uo=4
95,96,"""Things a Man Oughta Know""",Lainey Wilson,2021,Things A Man Oughta Know,False,https://i.scdn.co/image/ab67616d0000b273f1779a0367d1f4a9a7e3b616,2021-02-19,https://p.scdn.co/mp3-preview/2a36e07154a0ca4d0f174058ca5875a098853e5c?cid=914d599079cf414bb7441d9c09e8dd1d,Things A Man Oughta Know,Country,203373,https://music.apple.com/us/album/things-a-man-oughta-know/1547233305?i=1547233320&uo=4
96,97,"""Throat Baby (Go Baby)""",BRS Kash,2021,Throat Baby (Go Baby) (with DaBaby & City Girls) - Remix,True,https://i.scdn.co/image/ab67616d0000b273e0411706937b154259b9e90d,2021-01-21,,Throat Baby (Go Baby),Hip-Hop/Rap,211610,https://music.apple.com/us/album/throat-baby-go-baby-remix/1549278336?i=1549278341&uo=4
97,98,"""Tombstone""",Rod Wave,2021,Tombstone,True,https://i.scdn.co/image/ab67616d0000b273362c0f3c4a54d766eb7b654a,2021-03-26,https://p.scdn.co/mp3-preview/103f989eb2b7ca43a4b7ec4bf48782120eaa41df?cid=914d599079cf414bb7441d9c09e8dd1d,Tombstone,Western,7789955,https://itunes.apple.com/us/movie/tombstone/id188703703?uo=4
98,99,"""Drinkin' Beer. Talkin' God. Amen.""",Chase Rice featuring Florida Georgia Line,2021,Drinkin' Beer. Talkin' God. Amen. (feat. Florida Georgia Line),False,https://i.scdn.co/image/ab67616d0000b273187e926b562a25e821996bf6,2020-11-30,https://p.scdn.co/mp3-preview/09eeb846e7f7593977465f4fbe2c15d71b4f7104?cid=914d599079cf414bb7441d9c09e8dd1d,Drinkin' Beer. Talkin' God. Amen. (feat. Florida Georgia Line),Country,160839,https://music.apple.com/us/album/drinkin-beer-talkin-god-amen-feat-florida-georgia-line/1538593822?i=1538593829&uo=4
99,100,"""Todo de Ti""",Rauw Alejandro,2021,Todo De Ti,True,https://i.scdn.co/image/ab67616d0000b2734801828052a610b910cff795,2021-05-20,https://p.scdn.co/mp3-preview/84c94731a402ce68ef12ef1722aaa84749b79bc6?cid=914d599079cf414bb7441d9c09e8dd1d,Todo De Ti,Urbano latino,199604,https://music.apple.com/us/album/todo-de-ti/1567154675?i=1567154924&uo=4
100,1,"""Blinding Lights""",The Weeknd,2020,Blinding Lights,False,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36,2020-03-20,,Blinding Lights,R&B/Soul,200046,https://music.apple.com/us/album/blinding-lights/1499378108?i=1499378607&uo=4
101,2,"""Circles""",Post Malone,2020,Circles,False,https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02,2019-09-06,,Circles,Hip-Hop/Rap,215277,https://music.apple.com/us/album/circles/1477880265?i=1477880561&uo=4
102,3,"""The Box""",Roddy Ricch,2020,The Box,True,https://i.scdn.co/image/ab67616d0000b273600adbc750285ea1a8da249f,2019-12-06,https://p.scdn.co/mp3-preview/efbcc9db8f3ad5b8fc9b379bbf93f991e47c7358?cid=914d599079cf414bb7441d9c09e8dd1d,The Box (2009),Thriller,6947615,https://itunes.apple.com/us/movie/the-box-2009/id340420756?uo=4
103,4,"""Don't Start Now""",Dua Lipa,2020,Don't Start Now,False,https://i.scdn.co/image/ab67616d0000b273bd26ede1ae69327010d49946,2020-03-27,https://p.scdn.co/mp3-preview/9c0e91a42d58453a5e53690ea9f33f755339c2a9?cid=914d599079cf414bb7441d9c09e8dd1d,Don't Start Now,Pop,183290,https://music.apple.com/us/album/dont-start-now/1484636581?i=1484636829&uo=4
104,5,"""Rockstar""",DaBaby featuring Roddy Ricch,2020,rockstar (feat. 21 Savage),True,https://i.scdn.co/image/ab67616d0000b273b1c4b76e23414c9f20242268,2018-04-27,,Rockstar,Rock,259493,https://music.apple.com/us/album/rockstar/1475690530?i=1475690719&uo=4
105,6,"""Adore You""",Harry Styles,2020,Adore You,False,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,2019-12-13,https://p.scdn.co/mp3-preview/66131b40a641da2bef484eb00fc1f4f40f2c33c4?cid=914d599079cf414bb7441d9c09e8dd1d,Adore You,Pop,278758,https://music.apple.com/us/album/adore-you/1460315055?i=1460315064&uo=4
106,7,"""Life Is Good""",Future featuring Drake,2020,Life Is Good (feat. Drake),True,https://i.scdn.co/image/ab67616d0000b2738a01c7b77a34378a62f46402,2020-01-10,https://p.scdn.co/mp3-preview/c5726e26726e1621138f51f3997c942615289177?cid=914d599079cf414bb7441d9c09e8dd1d,Life Is Good (feat. Drake),Hip-Hop/Rap,237735,https://music.apple.com/us/album/life-is-good-feat-drake/1493864494?i=1493865024&uo=4
107,8,"""Memories""",Maroon 5,2020,Memories,False,https://i.scdn.co/image/ab67616d0000b27386a8ab515de4b7aef28cd631,2021-06-11,,Memories,Pop,415295,https://music.apple.com/us/album/memories-cut-copy-remix/1491400109?i=1491400110&uo=4
108,9,"""The Bones""",Maren Morris,2020,The Bones,False,https://i.scdn.co/image/ab67616d0000b273f46b5e01e02ab8247be49978,2019-03-08,https://p.scdn.co/mp3-preview/55f9904b26ddbdae4d7505c62e8d7df49252ed5e?cid=914d599079cf414bb7441d9c09e8dd1d,The Bones,Country,197299,https://music.apple.com/us/album/the-bones/1451230484?i=1451231037&uo=4
109,10,"""Someone You Loved""",Lewis Capaldi,2020,Someone You Loved,False,https://i.scdn.co/image/ab67616d0000b273fc2101e6889d6ce9025f85f2,2019-05-17,,Someone You Loved,Alternative,182161,https://music.apple.com/us/album/someone-you-loved/1441539148?i=1441539154&uo=4
110,11,"""Say So""",Doja Cat,2020,Say So,True,https://i.scdn.co/image/ab67616d0000b27382b243023b937fd579a35533,2019-11-07,https://p.scdn.co/mp3-preview/3f681c49542f4a1214b33a065cace7007a307465?cid=914d599079cf414bb7441d9c09e8dd1d,Say So,R&B/Soul,237895,https://music.apple.com/us/album/say-so/1486262969?i=1486263180&uo=4
111,12,"""I Hope""",Gabby Barrett featuring Charlie Puth,2020,I Hope,False,https://i.scdn.co/image/ab67616d0000b27366ffb23d13b04824e04f30d2,2020-06-19,https://p.scdn.co/mp3-preview/5f36f16dc999ef33b611ac7e9ea71ab18d5224ba?cid=914d599079cf414bb7441d9c09e8dd1d,I Hope (feat. Charlie Puth),Country,211605,https://music.apple.com/us/album/i-hope-feat-charlie-puth/1593025925?i=1593026184&uo=4
112,13,"""Whats Poppin""","Jack Harlow featuring DaBaby, Tory Lanez and Lil Wayne",2020,WHATS POPPIN,True,https://i.scdn.co/image/ab67616d0000b27305a448540b069450ccfba889,2020-03-13,https://p.scdn.co/mp3-preview/a31372dcd8cd374c43df3e229272f73032a43cec?cid=914d599079cf414bb7441d9c09e8dd1d,WHATS POPPIN,Hip-Hop/Rap,139741,https://music.apple.com/us/album/whats-poppin/1501840447?i=1501840568&uo=4
113,14,"""Dance Monkey""",Tones and I,2020,Dance Monkey,False,https://i.scdn.co/image/ab67616d0000b273c6f7af36ecdc3ed6e0a1f169,2019-10-17,https://p.scdn.co/mp3-preview/69bd9b5e4698ed9c4cbd35f78acbb4937eba3ecc?cid=914d599079cf414bb7441d9c09e8dd1d,Dance Monkey,Alternative,209438,https://music.apple.com/us/album/dance-monkey/1475930038?i=1475930045&uo=4
114,15,"""Savage""",Megan Thee Stallion featuring Beyoncé,2020,Savage,True,https://i.scdn.co/image/ab67616d0000b27320fbc17fcb9376bc76a1b510,2020-03-06,https://p.scdn.co/mp3-preview/8dfbc9e1fa1c2aaac7e7226ab2c35e8db278590b?cid=914d599079cf414bb7441d9c09e8dd1d,Savage,Hip-Hop/Rap,155497,https://music.apple.com/us/album/savage/1501734515?i=1501734796&uo=4
115,16,"""Roxanne""",Arizona Zervas,2020,ROXANNE,True,https://i.scdn.co/image/ab67616d0000b273069a93617a916760ab88ffea,2019-10-10,https://p.scdn.co/mp3-preview/fb038785189bb62741f4be5d5c761291fcac640a?cid=914d599079cf414bb7441d9c09e8dd1d,Roxanne,Comedy,6408497,https://itunes.apple.com/us/movie/roxanne/id276912448?uo=4
116,17,"""Intentions""",Justin Bieber featuring Quavo,2020,Intentions,False,https://i.scdn.co/image/ab67616d0000b273727e4a8f05a1be549016e688,2022-04-06,,Intentions (feat. Quavo),Pop,212869,https://music.apple.com/us/album/intentions-feat-quavo/1496639180?i=1496639586&uo=4
117,18,"""Everything I Wanted""",Billie Eilish,2020,everything i wanted,False,https://i.scdn.co/image/ab67616d0000b273f2248cf6dad1d6c062587249,2019-11-13,,everything i wanted,Alternative,245426,https://music.apple.com/us/album/everything-i-wanted/1487502456?i=1487502476&uo=4
118,19,"""Roses (Imanbek Remix)""",Saint Jhn,2020,Roses - Imanbek Remix,True,https://i.scdn.co/image/ab67616d0000b273401883269b2ca70bc343a7d0,2020-11-20,https://p.scdn.co/mp3-preview/5a29fd81e019ec59cd4392680b3eb5c288b2252e?cid=914d599079cf414bb7441d9c09e8dd1d,Roses (Imanbek Remix),Dance,176219,https://music.apple.com/us/album/roses-imanbek-remix/1525371352?i=1525371353&uo=4
119,20,"""Watermelon Sugar""",Harry Styles,2020,Watermelon Sugar,False,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,2019-12-13,https://p.scdn.co/mp3-preview/30ce118419ec9be28ebf5cf932981ac80055807b?cid=914d599079cf414bb7441d9c09e8dd1d,Watermelon Sugar,Pop,173991,https://music.apple.com/us/album/watermelon-sugar/1485802965?i=1485802967&uo=4
120,21,"""Before You Go""",Lewis Capaldi,2020,Before You Go,False,https://i.scdn.co/image/ab67616d0000b2737b9639babbe96e25071ec1d4,2019-11-22,,Before You Go,Alternative,218769,https://music.apple.com/us/album/before-you-go-piano-version/1491144648?i=1491144650&uo=4
121,22,"""Falling""",Trevor Daniel,2020,Falling,False,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,2019-12-13,https://p.scdn.co/mp3-preview/990a7b9b1b2d3cf238964adc896e8d6943df075b?cid=914d599079cf414bb7441d9c09e8dd1d,DJ Got Us Fallin' In Love (feat. Pitbull),R&B/Soul,220800,https://music.apple.com/us/album/dj-got-us-fallin-in-love-feat-pitbull/529020307?i=529020329&uo=4
122,23,"""10,000 Hours""",Dan + Shay and Justin Bieber,2020,"10,000 Hours (with Justin Bieber)",False,https://i.scdn.co/image/ab67616d0000b27386953b1cbaa29e477db0b479,2019-10-04,https://p.scdn.co/mp3-preview/cc200787df581ee0d68901463212f6cf76165113?cid=914d599079cf414bb7441d9c09e8dd1d,"10,000 Hours",Country,167693,https://music.apple.com/us/album/10-000-hours/1481229016?i=1481229017&uo=4
123,24,"""WAP""",Cardi B featuring Megan Thee Stallion,2020,WAP (feat. Megan Thee Stallion),True,https://i.scdn.co/image/ab67616d0000b273c450c89d3eb750d3535b0a0c,2020-08-07,https://p.scdn.co/mp3-preview/37c24a25c0a691bf21c4d9cb0007c71608419d35?cid=914d599079cf414bb7441d9c09e8dd1d,WAP (feat. Megan Thee Stallion),Hip-Hop/Rap,187541,https://music.apple.com/us/album/wap-feat-megan-thee-stallion/1526746980?i=1526746984&uo=4
124,25,"""Ballin'""",Mustard featuring Roddy Ricch,2020,Ballin' (with Roddy Ricch),True,https://i.scdn.co/image/ab67616d0000b27393b1e96fad758869d0974162,2019-06-28,,Ballin' (feat. Lil Wayne),Hip-Hop/Rap,283093,https://music.apple.com/us/album/ballin-feat-lil-wayne/1445319549?i=1445319791&uo=4
125,26,"""Hot Girl Bummer""",Blackbear,2020,hot girl bummer,True,https://i.scdn.co/image/ab67616d0000b273e9b6f26ff354f4d70847f02d,2020-08-21,https://p.scdn.co/mp3-preview/76cac6d770918a90ad76978192215a3892d0f3d0?cid=914d599079cf414bb7441d9c09e8dd1d,hot girl bummer,Pop,188344,https://music.apple.com/us/album/hot-girl-bummer/1576021253?i=1576021255&uo=4
126,27,"""Blueberry Faygo""",Lil Mosey,2020,Blueberry Faygo,True,https://i.scdn.co/image/ab67616d0000b273ab3f9995f4f3a83e0591c940,2020-02-07,,Blueberry Faygo,Hip-Hop/Rap,162547,https://music.apple.com/us/album/blueberry-faygo/1497586730?i=1497586740&uo=4
127,28,"""Heartless""",The Weeknd,2020,Heartless,False,https://i.scdn.co/image/ab67616d0000b273346d77e155d854735410ed18,2008-11-24,,Heartless,Hip-Hop/Rap,211000,https://music.apple.com/us/album/heartless/1609149054?i=1609149063&uo=4
128,29,"""Bop""",DaBaby,2020,BOP,True,https://i.scdn.co/image/ab67616d0000b273f2b94b2fda4f08836d6371ba,2019-09-27,,Bop,Country,219240,https://music.apple.com/us/album/bop/724222817?i=724222931&uo=4
129,30,"""Lose You to Love Me""",Selena Gomez,2020,Lose You To Love Me,False,https://i.scdn.co/image/ab67616d0000b2732abcc266597eb46f897a8666,2020-01-10,,Lose You to Love Me,Pop,219001,https://music.apple.com/us/album/lose-you-to-love-me-demo-version/1534081984?i=1534082256&uo=4
130,31,"""Good as Hell""",Lizzo,2020,Good as Hell,False,https://i.scdn.co/image/ab67616d0000b273bf7d271b8f3051af3cf0bf55,2019-04-17,https://p.scdn.co/mp3-preview/dfc3d6a9e7eb030e89df2e21d350b2e7be116faa?cid=914d599079cf414bb7441d9c09e8dd1d,Good as Hell,Pop,159736,https://music.apple.com/us/album/good-as-hell/1150159667?i=1150159755&uo=4
131,32,"""Toosie Slide""",Drake,2020,Toosie Slide,True,https://i.scdn.co/image/ab67616d0000b2736443676b54522a86f6323e65,2020-04-03,,Toosie Slide,Hip-Hop/Rap,247059,https://music.apple.com/us/album/toosie-slide/1511037323?i=1511037391&uo=4
132,33,"""Break My Heart""",Dua Lipa,2020,Break My Heart,False,https://i.scdn.co/image/ab67616d0000b273bd26ede1ae69327010d49946,2020-03-27,https://p.scdn.co/mp3-preview/e1e63b8e31c4ab2d28dc988c5ec40d4084206b64?cid=914d599079cf414bb7441d9c09e8dd1d,Break My Heart,Hip-Hop/Rap,206787,https://music.apple.com/us/album/break-my-heart-live/1444031271?i=1444032070&uo=4
133,34,"""Chasin' You""",Morgan Wallen,2020,Chasin' You,False,https://i.scdn.co/image/ab67616d0000b273f9f2dda2df2a695b9bad3440,2018-04-27,https://p.scdn.co/mp3-preview/1832a712c7f38ae178f58258f96d920ea9cc0da9?cid=914d599079cf414bb7441d9c09e8dd1d,Chasin' You,Country,205453,https://music.apple.com/us/album/chasin-you/1440111976?i=1440111985&uo=4
134,35,"""Savage Love (Laxed – Siren Beat)""",Jawsh 685 and Jason Derulo,2020,Savage Love (Laxed - Siren Beat),True,https://i.scdn.co/image/ab67616d0000b273e3eb3b8feeafb746ecf659e7,2020-06-11,https://p.scdn.co/mp3-preview/e803c4b254cb641394946ad19cceaa1ca039b071?cid=914d599079cf414bb7441d9c09e8dd1d,Savage Love (Laxed - Siren Beat),Pop,184905,https://music.apple.com/us/album/savage-love-laxed-siren-beat-bts-remix/1532817059?i=1532817060&uo=4
135,36,"""No Guidance""",Chris Brown featuring Drake,2020,No Guidance (feat. Drake),True,https://i.scdn.co/image/ab67616d0000b2739e588b0c2afe8178b2b76231,2019-06-28,https://p.scdn.co/mp3-preview/2d163f351fe6e6d2df9c848e3864e77293c1bb57?cid=914d599079cf414bb7441d9c09e8dd1d,No Guidance (feat. Drake),R&B/Soul,260645,https://music.apple.com/us/album/no-guidance-feat-drake/1466874457?i=1466874531&uo=4
136,37,"""My Oh My""",Camila Cabello featuring DaBaby,2020,My Oh My (feat. DaBaby),False,https://i.scdn.co/image/ab67616d0000b2735f53c0dbe5190a0af0fa28f3,2019-12-06,https://p.scdn.co/mp3-preview/d1787a529b22174f4822cd2654cf127e5ee571a4?cid=914d599079cf414bb7441d9c09e8dd1d,My Oh My,American Trad Rock,283600,https://music.apple.com/us/album/my-oh-my/419782076?i=419782233&uo=4
